ano;leilao;lote;descricao;orgao_de_origem;status;valor_lance_inicial;valor_lance_final;status_do_pagamento;material;placa
2020;4;4;Nro.Patr. : 028584732 Nro.Placa : HMG6741 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: GM/BLAZER ADVANTAGE ANO/MODELO : 2005 / 2006 Combustivel : GASOLINA;1510;Arrematado;2535;5685,0;Pagamento Confirmado;Automóvel;HMG6741
2020;4;5;Nro.Patr. : 036620653 Nro.Placa : HNH0125 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FORD/FIESTA 1.6 FLEX ANO/MODELO : 2009 / 2010 Combustivel : ALC/GASO;1510;Arrematado;2231;9281,0;Pagamento Confirmado;Automóvel;HNH0125
2020;4;6;Nro.Patr. : 036615730 Nro.Placa : HMH5279 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: RENAULT/SANDERO EXP 16 ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1510;Arrematado;2138;7538,0;Pagamento Confirmado;Automóvel;HMH5279
2020;4;7;Nro.Patr. : 036620769 Nro.Placa : HBT6531 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: YAMAHA/YBR 125K ANO/MODELO : 2004 / 2005 Combustivel : GASOLINA;1510;Arrematado;263;1763,0;Pagamento Confirmado;Automóvel;HBT6531
2020;4;8;Nro.Patr. : 036620688 Nro.Placa : HNH0135 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FORD/FIESTA 1.6 FLEX ANO/MODELO : 2009 / 2010 Combustivel : ALC/GASO;1510;Arrematado;2231;8681,0;Pagamento Confirmado;Automóvel;HNH0135
2020;4;9;Nro.Patr. : 028574303 Nro.Placa : HMG9743 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2005 / 2006 Combustivel : GASOLINA;1510;Arrematado;483;3383,0;Pagamento Confirmado;Automóvel;HMG9743
2020;4;10;Nro.Patr. : 035512423 Nro.Placa : HMH2197 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: VW/GOL PATRULHEIRO 1.6 ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;1996;7396,0;Pagamento Confirmado;Automóvel;HMH2197
2020;4;11;Nro.Patr. : 024928445 Nro.Placa : HMH1721 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2007 / 2008 Combustivel : ALC/GASO;1250;Arrematado;2280;7980,0;Pagamento Confirmado;Automóvel;HMH1721
2020;4;12;Nro.Patr. : 053330331 Nro.Placa : NXX1533 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO WAY 1.0 ANO/MODELO : 2012 / 2013 Combustivel : ALC/GASO;1250;Arrematado;2738;8438,0;Pagamento Confirmado;Automóvel;NXX1533
2020;4;13;Nro.Patr. : 042720192 Nro.Placa : HMH8037 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE ECONOMY ANO/MODELO : 2009 / 2010 Combustivel : ALC/GASO;1250;Arrematado;1648;7648,0;Pagamento Confirmado;Automóvel;HMH8037
2020;4;14;Nro.Patr. : 042737745 Nro.Placa : HDN6896 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ATTRACTIV 1.4 ANO/MODELO : 2011 / 2011 Combustivel : ALC/GASO;1250;Arrematado;2843;8393,0;Pagamento Confirmado;Automóvel;HDN6896
2020;4;15;Nro.Patr. : 042731186 Nro.Placa : HMH9854 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2010 / 2010 Combustivel : ALC/GASO;1250;Arrematado;3393;10593,0;Pagamento Confirmado;Automóvel;HMH9854
2020;4;16;Nro.Patr. : 042738920 Nro.Placa : HDN6804 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ATTRACTIV 1.4 ANO/MODELO : 2011 / 2011 Combustivel : ALC/GASO;1250;Arrematado;2843;9743,0;Pagamento Confirmado;Automóvel;HDN6804
2020;4;17;Nro.Patr. : 042720850 Nro.Placa : HMH9113 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XRE 300 ANO/MODELO : 2009 / 2010 Combustivel : GASOLINA;1250;Arrematado;971;6471,0;Pagamento Confirmado;Automóvel;HMH9113
2020;4;18;Nro.Patr. : 042720737 Nro.Placa : HMH9125 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XRE 300 ANO/MODELO : 2009 / 2010 Combustivel : GASOLINA;1250;Arrematado;971;6771,0;Pagamento Confirmado;Automóvel;HMH9125
2020;4;19;Nro.Patr. : 042720664 Nro.Placa : HMH9127 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XRE 300 ANO/MODELO : 2009 / 2010 Combustivel : GASOLINA;1250;Arrematado;971;6371,0;Pagamento Confirmado;Automóvel;HMH9127
2020;4;20;Nro.Patr. : 042739705 Nro.Placa : HDN6456 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ATTRACTIV 1.4 ANO/MODELO : 2011 / 2011 Combustivel : ALC/GASO;1250;Arrematado;2843;9743,0;Pagamento Confirmado;Automóvel;HDN6456
2020;4;21;Nro.Patr. : 027468356 Nro.Placa : HMH5350 Situacao : INDEFINIDO TIPO : 7 Especie : PASSAGEIRO MARCA/MODELO: I/M.BENZ313CDI REVESCAP ANO/MODELO : 2008 / 2009 Combustivel : DIESEL;1250;Arrematado;7224;33224,0;Pagamento Confirmado;Automóvel;HMH5350
2020;4;22;Nro.Patr. : 027468038 Nro.Placa : HMH5356 Situacao : INDEFINIDO TIPO : 7 Especie : PASSAGEIRO MARCA/MODELO: I/M.BENZ313CDI REVESCAP ANO/MODELO : 2008 / 2009 Combustivel : DIESEL;1250;Arrematado;7224;36224,0;Pagamento Confirmado;Automóvel;HMH5356
2020;4;23;Nro.Patr. : 028590295 Nro.Placa : HMG7275 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ELX FLEX ANO/MODELO : 2006 / 2006 Combustivel : ALC/GASO;1510;Arrematado;1620;5520,0;Pagamento Confirmado;Automóvel;HMG7275
2020;4;24;Nro.Patr. : 028560507 Nro.Placa : HMG4947 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ELX FLEX ANO/MODELO : 2005 / 2006 Combustivel : ALC/GASO;1510;Arrematado;1480;7280,0;Pagamento Confirmado;Automóvel;HMG4947
2020;4;25;Nro.Patr. : 027468836 Nro.Placa : HMH5752 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XR 250 TORNADO ANO/MODELO : 2008 / 2008 Combustivel : GASOLINA;1250;Arrematado;736;5636,0;Pagamento Confirmado;Automóvel;HMH5752
2020;4;26;Nro.Patr. : 053316720 Nro.Placa : OPQ8479 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;781;6281,0;Pagamento Confirmado;Automóvel;OPQ8479
2020;4;27;Nro.Patr. : 030589339 Nro.Placa : HMG8057 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: VW/PARATI PATRULH. 1.8 ANO/MODELO : 2006 / 2007 Combustivel : ALC/GASO;1250;Arrematado;2200;5200,0;Pagamento Confirmado;Automóvel;HMG8057
2020;4;28;Nro.Patr. : 026729903 Nro.Placa : GTM0390 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XR 250 TORNADO ANO/MODELO : 2003 / 2003 Combustivel : GASOLINA;1250;Arrematado;549;3849,0;Pagamento Confirmado;Automóvel;GTM0390
2020;4;29;Nro.Patr. : 025981676 Nro.Placa : GTM3027 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: GM/BLAZER ANO/MODELO : 2004 / 2004 Combustivel : GASOLINA;1250;Arrematado;2609;3359,0;Pagamento Confirmado;Automóvel;GTM3027
2020;4;30;Nro.Patr. : 030589886 Nro.Placa : HMG7791 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2006 / 2006 Combustivel : ALC/GASO;1250;Arrematado;1144;7944,0;Pagamento Confirmado;Automóvel;HMG7791
2020;4;31;Nro.Patr. : 024930105 Nro.Placa : HMH2313 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: I/FORD RANGER XL 13P ANO/MODELO : 2008 / 2008 Combustivel : DIESEL;1250;Arrematado;4396;14796,0;Pagamento Confirmado;Automóvel;HMH2313
2020;4;32;Nro.Patr. : 024930024 Nro.Placa : HMH2310 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: I/FORD RANGER XL 13P ANO/MODELO : 2008 / 2008 Combustivel : DIESEL;1250;Arrematado;4396;16796,0;Pagamento Confirmado;Automóvel;HMH2310
2020;4;33;Nro.Patr. : 030549418 Nro.Placa : GTM9320 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2006 / 2006 Combustivel : ALC/GASO;1250;Arrematado;1144;5444,0;Pagamento Confirmado;Automóvel;GTM9320
2020;4;34;Nro.Patr. : 030551420 Nro.Placa : HMG9201 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2006 / 2007 Combustivel : GASOLINA;1250;Arrematado;485;4185,0;Pagamento Confirmado;Automóvel;HMG9201
2020;4;35;Nro.Patr. : 055824013 Nro.Placa : OPQ8266 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2013 / 2013 Combustivel : ALC/GASO;1250;Arrematado;781;6581,0;Pagamento Confirmado;Automóvel;OPQ8266
2020;4;36;Nro.Patr. : 030551439 Nro.Placa : HMG9200 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2006 / 2007 Combustivel : GASOLINA;1250;Arrematado;485;4185,0;Pagamento Confirmado;Automóvel;HMG9200
2020;4;37;Nro.Patr. : 025978314 Nro.Placa : GTM3284 Situacao : INDEFINIDO TIPO : 23 Especie : ESPECIAL MARCA/MODELO: FIAT/FIORINO IE ANO/MODELO : 2004 / 2005 Combustivel : GASOLINA;1250;Arrematado;1555;8355,0;Pagamento Confirmado;Automóvel;GTM3284
2020;4;38;Nro.Patr. : 025139517 Nro.Placa : GTM2672 Situacao : INDEFINIDO TIPO : 14 Especie : CARGA MARCA/MODELO: M.B./M.BENZ L 608 D ANO/MODELO : 1977 / 1977 Combustivel : DIESEL;1250;Arrematado;3280;20280,0;Pagamento Confirmado;Automóvel;GTM2672
2020;4;39;Nro.Patr. : 036614890 Nro.Placa : HMH5529 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FORD/FIESTA 1.6 FLEX ANO/MODELO : 2009 / 2009 Combustivel : ALC/GASO;1510;Arrematado;2231;7931,0;Pagamento Confirmado;Automóvel;HMH5529
2020;4;40;Nro.Patr. : 052770516 Nro.Placa : HNH0230 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: RENAULT/SANDERO EXP 16 ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;2297;7847,0;Pagamento Confirmado;Automóvel;HNH0230
2020;4;41;Nro.Patr. : 052770460 Nro.Placa : HNH0225 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: RENAULT/SANDERO EXP 16 ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;2297;8147,0;Pagamento Confirmado;Automóvel;HNH0225
2020;4;42;Nro.Patr. : 027325393 Nro.Placa : GTM4764 Situacao : INDEFINIDO TIPO : 23 Especie : ESPECIAL MARCA/MODELO: FIAT/FIORINO IE ANO/MODELO : 2005 / 2005 Combustivel : GASOLINA;1250;Arrematado;2308;10108,0;Pagamento Confirmado;Automóvel;GTM4764
2020;5;1;Nro.Patr. : 035517921 Nro.Placa : HIK3516 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: VW/GOL PATRULHEIRO 1.6 ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;3078;6878,0;DAE não paga - processo punitivo;Automóvel;HIK3516
2020;5;2;Nro.Patr. : 042537150 Nro.Placa : JHG5932 Situacao : INDEFINIDO TIPO : 23 Especie : ESPECIAL MARCA/MODELO: NISSAN/FRONTIER XE 25 X4 ANO/MODELO : 2009 / 2009 Combustivel : DIESEL;1250;Arrematado;6005;23405,0;Pagamento Confirmado;Automóvel;JHG5932
2020;5;3;Nro.Patr. : 027397203 Nro.Placa : GTM7561 Situacao : INDEFINIDO TIPO : 23 Especie : ESPECIAL MARCA/MODELO: FIAT/FIORINO IE ANO/MODELO : 2006 / 2006 Combustivel : GASOLINA;1250;Arrematado;2044;6994,0;Pagamento Confirmado;Automóvel;GTM7561
2020;5;4;Nro.Patr. : 027459624 Nro.Placa : HMH2583 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2008 / 2008 Combustivel : GASOLINA;1250;Arrematado;581;3681,0;Pagamento Confirmado;Automóvel;HMH2583
2020;5;5;Nro.Patr. : 027455955 Nro.Placa : HMH4259 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ELX FLEX ANO/MODELO : 2008 / 2008 Combustivel : ALC/GASO;1250;Arrematado;2244;8244,0;Pagamento Confirmado;Automóvel;HMH4259
2020;5;6;Nro.Patr. : 042722217 Nro.Placa : HMH9194 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XRE 300 ANO/MODELO : 2009 / 2010 Combustivel : GASOLINA;1250;Arrematado;971;5071,0;Pagamento Confirmado;Automóvel;HMH9194
2020;5;7;Nro.Patr. : 055824170 Nro.Placa : OPQ8285 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2013 / 2013 Combustivel : ALC/GASO;1250;Arrematado;1371;6321,0;Pagamento Confirmado;Automóvel;OPQ8285
2020;5;8;Nro.Patr. : 053343182 Nro.Placa : OPQ9991 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4214;11814,0;Pagamento Confirmado;Automóvel;OPQ9991
2020;5;9;Nro.Patr. : 053343166 Nro.Placa : OQM8382 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4262;14062,0;Pagamento Confirmado;Automóvel;OQM8382
2020;5;10;Nro.Patr. : 053340302 Nro.Placa : OPQ9486 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO WAY 1.0 ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;2958;10908,0;Pagamento Confirmado;Automóvel;OPQ9486
2020;5;11;Nro.Patr. : 053343123 Nro.Placa : OPQ9826 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4262;12862,0;Pagamento Confirmado;Automóvel;OPQ9826
2020;5;12;Nro.Patr. : 053309480 Nro.Placa : OQM9347 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO WAY 1.0 ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;2958;10308,0;Pagamento Confirmado;Automóvel;OQM9347
2020;5;13;Nro.Patr. : 053309545 Nro.Placa : OQM9358 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO WAY 1.0 ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;2958;10308,0;Pagamento Confirmado;Automóvel;OQM9358
2020;5;14;Nro.Patr. : 053309502 Nro.Placa : OQM9370 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO WAY 1.0 ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;2958;10308,0;Pagamento Confirmado;Automóvel;OQM9370
2020;5;15;Nro.Patr. : 042713285 Nro.Placa : HMH6172 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: GM/BLAZER ADVANTAGE ANO/MODELO : 2009 / 2009 Combustivel : ALC/GASO;1250;Arrematado;3881;7881,0;Pagamento Confirmado;Automóvel;HMH6172
2020;5;16;Nro.Patr. : 027467953 Nro.Placa : HMH5360 Situacao : INDEFINIDO TIPO : 7 Especie : PASSAGEIRO MARCA/MODELO: I/M.BENZ313CDI REVESCAP ANO/MODELO : 2008 / 2009 Combustivel : DIESEL;1250;Arrematado;7224;15724,0;Pagamento Confirmado;Automóvel;HMH5360
2020;5;17;Nro.Patr. : 032638051 Nro.Placa : HMG9342 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: YAMAHA/LANDER XTZ250 ANO/MODELO : 2007 / 2007 Combustivel : GASOLINA;1250;Arrematado;730;5230,0;Pagamento Confirmado;Automóvel;HMG9342
2020;5;18;Nro.Patr. : 025713892 Nro.Placa : HMH1029 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: GM/CORSA SEDAN MAXX ANO/MODELO : 2007 / 2007 Combustivel : ALC/GASO;1250;Arrematado;1749;8349,0;Pagamento Confirmado;Automóvel;HMH1029
2020;5;19;Nro.Patr. : 027387771 Nro.Placa : HMG9093 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XR 250 TORNADO ANO/MODELO : 2006 / 2006 Combustivel : GASOLINA;1250;Arrematado;655;4705,0;Pagamento Confirmado;Automóvel;HMG9093
2020;5;20;Nro.Patr. : 027389502 Nro.Placa : HMG9955 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XR 250 TORNADO ANO/MODELO : 2006 / 2006 Combustivel : GASOLINA;1250;Arrematado;655;3555,0;Pagamento Confirmado;Automóvel;HMG9955
2020;5;21;Nro.Patr. : 042716411 Nro.Placa : HMH6645 Situacao : INDEFINIDO TIPO : 23 Especie : ESPECIAL MARCA/MODELO: I/FORD RANGER XL 13P ANO/MODELO : 2009 / 2009 Combustivel : DIESEL;1250;Arrematado;4960;18160,0;DAE não paga - processo punitivo;Automóvel;HMH6645
2020;5;22;Nro.Patr. : 053362500 Nro.Placa : HDN6899 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ATTRACTIV 1.4 ANO/MODELO : 2011 / 2011 Combustivel : ALC/GASO;1250;Arrematado;2843;8693,0;Pagamento Confirmado;Automóvel;HDN6899
2020;5;23;Nro.Patr. : 053342321 Nro.Placa : OPQ9958 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2013 / 2014 Combustivel : ALC/GASO;1250;Arrematado;4230;12230,0;Pagamento Confirmado;Automóvel;OPQ9958
2020;5;24;Nro.Patr. : 024930172 Nro.Placa : HMH2321 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: I/FORD RANGER XL 13P ANO/MODELO : 2008 / 2008 Combustivel : DIESEL;1250;Arrematado;2111;14111,0;Pagamento Confirmado;Automóvel;HMH2321
2020;5;25;Nro.Patr. : 026114887 Nro.Placa : GTM2733 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NX-4 FALCON ANO/MODELO : 2004 / 2004 Combustivel : GASOLINA;1250;Arrematado;500;5100,0;Pagamento Confirmado;Automóvel;GTM2733
2020;5;26;Nro.Patr. : 030551471 Nro.Placa : HMG9205 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/NXR150 BROS ES ANO/MODELO : 2006 / 2007 Combustivel : GASOLINA;1250;Arrematado;500;3600,0;Pagamento Confirmado;Automóvel;HMG9205
2020;5;27;Nro.Patr. : 025230344 Nro.Placa : GTM2893 Situacao : INDEFINIDO TIPO : 13 Especie : MISTO MARCA/MODELO: GM/BLAZER ANO/MODELO : 2004 / 2004 Combustivel : GASOLINA;1250;Arrematado;42;3402,0;Pagamento Confirmado;Automóvel;GTM2893
2020;5;28;Nro.Patr. : 024929778 Nro.Placa : HMH2473 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: I/FORD RANGER XL 13P ANO/MODELO : 2007 / 2008 Combustivel : DIESEL;1250;Arrematado;2111;15011,0;Pagamento Confirmado;Automóvel;HMH2473
2020;5;29;Nro.Patr. : 024930016 Nro.Placa : HMH2306 Situacao : INDEFINIDO TIPO : 23 Especie : CARGA MARCA/MODELO: I/FORD RANGER XL 13P ANO/MODELO : 2008 / 2008 Combustivel : DIESEL;1250;Arrematado;2111;13061,0;Pagamento Confirmado;Automóvel;HMH2306
2020;5;30;Nro.Patr. : 042709113 Nro.Placa : HMH5456 Situacao : INDEFINIDO TIPO : 23 Especie : ESPECIAL MARCA/MODELO: I/FORD RANGER XL 13P ANO/MODELO : 2008 / 2009 Combustivel : DIESEL;1250;Arrematado;2111;18911,0;Pagamento Confirmado;Automóvel;HMH5456
2020;5;31;Nro.Patr. : 042740789 Nro.Placa : HNO4148 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ATTRACTIV 1.4 ANO/MODELO : 2011 / 2011 Combustivel : ALC/GASO;1250;Arrematado;1820;7520,0;Pagamento Confirmado;Automóvel;HNO4148
2020;5;32;Nro.Patr. : 042736501 Nro.Placa : HNO4073 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ATTRACTIV 1.4 ANO/MODELO : 2011 / 2011 Combustivel : ALC/GASO;1250;Arrematado;1820;7820,0;Pagamento Confirmado;Automóvel;HNO4073
2020;5;33;Nro.Patr. : 042743796 Nro.Placa : HNO4108 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO ATTRACTIV 1.4 ANO/MODELO : 2011 / 2011 Combustivel : ALC/GASO;1250;Arrematado;1820;8120,0;Pagamento Confirmado;Automóvel;HNO4108
2020;5;34;Nro.Patr. : 024765333 Nro.Placa : GTM9670 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2006 / 2006 Combustivel : ALC/GASO;1510;Arrematado;1144;5044,0;Pagamento Confirmado;Automóvel;GTM9670
2020;5;35;Nro.Patr. : 024764876 Nro.Placa : GTM9710 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2006 / 2006 Combustivel : ALC/GASO;1510;Arrematado;1144;4894,0;Pagamento Confirmado;Automóvel;GTM9710
2020;5;36;Nro.Patr. : 024765392 Nro.Placa : GTM9666 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2006 / 2006 Combustivel : ALC/GASO;1510;Arrematado;1144;4894,0;Pagamento Confirmado;Automóvel;GTM9666
2020;5;37;Nro.Patr. : 036619256 Nro.Placa : HMH8814 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FORD/FIESTA 1.6 FLEX ANO/MODELO : 2009 / 2010 Combustivel : ALC/GASO;1510;Arrematado;2231;3281,0;Pagamento Confirmado;Automóvel;HMH8814
2020;5;38;Nro.Patr. : 011136162 Nro.Placa : GMG9757 Situacao : INDEFINIDO TIPO : 13 Especie : ESPECIAL MARCA/MODELO: FIAT/FIORINO IE ANO/MODELO : 1998 / 1998 Combustivel : GASOLINA;1510;Arrematado;979;3479,0;Pagamento Confirmado;Automóvel;GMG9757
2020;5;39;Nro.Patr. : 035718269 Nro.Placa : OPE0022 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: IROS/ONE125 ES ANO/MODELO : 2012 / 2012 Combustivel : GASOLINA;1510;Arrematado;588;1388,0;Pagamento Confirmado;Automóvel;OPE0022
2020;5;40;Nro.Patr. : 059399902 Nro.Placa : QMV4057 Situacao : INDEFINIDO TIPO : 4 Especie : PASSAGEIRO MARCA/MODELO: HONDA/XRE 300 ANO/MODELO : 2018 / 2018 Combustivel : ALC/GASO;1250;Arrematado;809;959,0;Pagamento Confirmado;Automóvel;QMV4057
2020;5;41;Nro.Patr. : 011537779 Nro.Placa : GMG9453 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO EL ANO/MODELO : 1998 / 1998 Combustivel : GASOLINA;1450;Arrematado;900;3700,0;Pagamento Confirmado;Automóvel;GMG9453
2020;5;42;Nro.Patr. : 014259150 Nro.Placa : HMG1653 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE ANO/MODELO : 2001 / 2002 Combustivel : ALCOOL;1450;Lote Suspenso;1028;0,0;Lote Suspenso;Automóvel;HMG1653
2020;5;43;Nro.Patr. : 027643417 Nro.Placa : HMH0519 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/UNO MILLE FIRE FLEX ANO/MODELO : 2007 / 2007 Combustivel : ALC/GASO;2100;Arrematado;503;503,0;Pagamento Confirmado;Automóvel;HMH0519
2020;5;44;Nro.Patr. : 036614556 Nro.Placa : HMH5778 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FORD/FIESTA 1.6 FLEX ANO/MODELO : 2008 / 2009 Combustivel : ALC/GASO;1510;Arrematado;1800;6000,0;Pagamento Confirmado;Automóvel;HMH5778
2020;5;45;Nro.Patr. : 029719640 Nro.Placa : HMG5094 Situacao : INDEFINIDO TIPO : 6 Especie : PASSAGEIRO MARCA/MODELO: FIAT/PALIO WK ADVEN FLEX ANO/MODELO : 2005 / 2006 Combustivel : ALC/GASO;1450;Lote Suspenso;650;0,0;Lote Suspenso;Automóvel;HMG5094
